Name,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Primary_Genre,Specific_Genre,Size,Original_Release_Year
Pro Minesweeper,NA,NA,0,4+,Games,Entertainment,14610432,2016
Expert Plumber 2 - Save the flower puzzle,5,66,0,4+,Games,Strategy,83205120,2016
Expert Plumber 2 - Save the flower puzzle,5,66,0,4+,Games,Strategy,83205120,2016
Fringe Rise,4.5,18,0,4+,Games,Casual,45946880,2016
Impact Ball,3,10,0,4+,Games,Strategy,28888064,2016
Tic Tac Toe 3D Classic,NA,NA,0,4+,Games,Puzzle,16430080,2016
Twisty Arrow Qubes - smashy shooty risky darts! Ambush Archery game!,4.5,68,0,4+,Music,Strategy,15029248,2016
Turn - Escape from enemy! Collect coins!,NA,NA,0,4+,Games,Strategy,21230592,2016
Ball Pop To Fury Sky - smashy dot hop with hyper stay circle of swiper to avoid hoppers crash in qubes,4,64,0,4+,Games,Adventure,14560256,2016
Egypt Pyramid Hidden Mission  Challenge:The Game,NA,NA,0,12+,Games,Adventure,58134528,2016
Hexagon Grid\uff08\u516d\u89d2\u7f51\u683c\uff09,NA,NA,0,4+,Games,Trivia,28182528,2016
Bravo Sniper Assassin. Commando Shoot To Kill On Frontline Duty Call,3,9,0,17+,Games,Strategy,142548992,2016
End Castle,NA,NA,0.99,9+,Games,Strategy,21622784,2016
Bravo Sniper. Contract Assassin Frontline Killer Desert Duty Call 2016,NA,NA,0,17+,Games,Strategy,148176896,2016
Cartoon999,4.5,66,0,12+,Games,Education,187938816,2016
Math Fusion: Free Game,NA,NA,0,4+,Games,Education,41712640,2016
Block12,NA,NA,0.99,4+,Games,Strategy,101391360,2018
Big Oil - Clicker Tycoon Game,4,523,0,4+,Games,Role,147693568,2016
Ultimate Tic Tac Toe!,4,10,0,4+,Games,Entertainment,20883456,2016
"Warhammer 40,000: Regicide",4,253,0.99,17+,Games,Strategy,754333696,2016
Black Ninja Color Match,NA,NA,0.99,4+,Games,Action,57820160,2016
Tap And Fly.,NA,NA,0,4+,Games,Strategy,43857920,2016
Merged Game - Addicting Family Games For Girls,NA,NA,0,4+,Games,Trivia,10013696,2016
Amazing Brick Color,NA,NA,0,4+,Games,Casual,53522432,2016
Co tuong Online -C\u1edd t\u01b0\u1edbng 2018,4.5,102,0,4+,Games,Strategy,23153664,2016
Reversi!,NA,NA,0,4+,Games,Entertainment,5957632,2016
100 Pink Pong Balls,NA,NA,0,4+,Games,Entertainment,12825600,2016
Hexagon War,5,10,0,9+,Games,Strategy,54774784,2016
Treasure Master,4.5,39,0,12+,Games,Adventure,166609920,2016
Krosmaga,4.5,417,0,9+,Games,Strategy,1069036544,2017
Sync Pop,NA,NA,0.99,4+,Games,Strategy,44316672,2016
Omi Sri Lankan Card Game,4,7,0,4+,Games,Entertainment,25547776,2016
Castles of Mad King Ludwig,4.5,367,6.99,4+,Games,Strategy,89542656,2016
Pass of War,NA,NA,0,4+,Games,Action,36835328,2016
Crates!,NA,NA,0,4+,Games,Strategy,21249024,2016
Tap Tap Blast!,NA,NA,0,4+,Games,Strategy,47756288,2019
Candy Swipe,NA,NA,0,4+,Games,Entertainment,52044800,2016
"Who\'s your favorite character in the TV hit show ""For Game of Thrones""?",NA,NA,0,4+,Games,Strategy,14229504,2016
JumpyDoods,NA,NA,0,4+,Games,Casual,6724608,2016
Bud Farm: Grass Roots,4.5,32623,0,17+,Games,Strategy,69071872,2016
Car Park 2,NA,NA,0,4+,Games,Action,26857472,2016
Craft Warriors,4.5,14689,0,9+,Games,Strategy,97515520,2018
Craft Warriors,4.5,14689,0,9+,Games,Strategy,97515520,2018
My Majesty,4,1056,0,12+,Games,Role,206809088,2016
Ludo Live! Heroes and Strategy,NA,NA,0,12+,Games,Board,247523328,2016
"Orca Killer Whale Survival Simulator 3D - Play as orca, big ocean predator!",2.5,12,0,9+,Games,Simulation,129498112,2016
Whale Survival Simulator 3D - Ocean animal survival simulator,2,13,0,9+,Games,Strategy,106167296,2016
Fruit Jellies,NA,NA,0,4+,Games,Entertainment,154045440,2016
Sea Dolphin Simulator 3D,4,127,0,9+,Games,Simulation,110665728,2016
Sea Dolphin Simulator 3D Full,NA,NA,179.99,9+,Games,Simulation,110665728,2016
Game ISD,NA,NA,0,4+,Education,Games,10996736,2016
Catch the Banana - Rope Monkey,4,13,0,4+,Games,Puzzle,96218112,2016
Backkom Zoo: Match 3,NA,NA,0,4+,Games,Puzzle,623138816,2016
Kingdom Defense Battle - Roman Times Glory,NA,NA,0,9+,Games,Strategy,209632256,2016
Panzer League,3,21,0,12+,Games,Action,285908992,2018
Worm.is: The Game,4.5,1479,0,9+,Games,Strategy,86886400,2016
Sea Turtle Simulator 3D - Ocean Adventure,3.5,54,0,9+,Games,Simulation,111177728,2016
Sea Turtle Simulator 3D Full - Ocean Adventure,NA,NA,179.99,9+,Games,Strategy,111177728,2016
Dual Mad Finger -  Free Fun Addictive Game,NA,NA,0,4+,Games,Strategy,50135040,2016
Tick Tock Tap - Game,NA,NA,0,4+,Games,Entertainment,54337536,2016
Limitless Fortune: Orbital Trade and Investment,4.5,100,0,12+,Games,Education,46287872,2016
Tale of The Dragon Army,NA,NA,0,9+,Games,Strategy,341850112,2016
Tower Defense Zone - Strategy Defense game,4,81,0,9+,Games,Strategy,212927488,2016
Trump Tycoon : Politics Game,4.5,992,0,4+,Games,Strategy,129449984,2016
Find the password,NA,NA,0,4+,Games,Strategy,27403264,2016
Dots - Train your brain,NA,NA,0,4+,Games,Strategy,8891392,2016
FlipPix Jigsaw - Agate,NA,NA,1.99,4+,Games,Puzzle,23404544,2016
INTERPLANET,4,326,0,9+,Games,Simulation,174829568,2018
Forest Snake Simulator 3D Full,NA,NA,179.99,9+,Games,Simulation,115764224,2016
Picture Quiz Animals -  Free funMind Teaser game,NA,NA,0,4+,Games,Entertainment,70066176,2016
SLICE!\u5207,NA,NA,0,4+,Games,Strategy,22467584,2016
PAC-MAN Pop,4.5,2422,0,4+,Games,Strategy,220821504,2016
Weed Cookie Clicker - Run A Ganja Bakery Firm & Hemp Shop With High Profits,4.5,80,0,17+,Games,Strategy,37220352,2016
Sniper 3d 2016,NA,NA,0,17+,Games,Action,109212672,2016
Escape : Terrible House 2,NA,NA,0.99,12+,Games,Entertainment,57053184,2016
Winter Offroad UAZ Simulator 3D - Drive the Russian truck!,NA,NA,0,12+,Games,Simulation,116526080,2016
City Tower Crane 3D Simulator - Real city construction,2,5,0,4+,Games,Simulation,132269056,2016
City Tower Crane 3D Simulator Full - Real city construction,NA,NA,179.99,4+,Games,Simulation,124013568,2016
Oil Truck Simulator 3D - Offroad tank truck driving,2.5,5,0,4+,Games,Simulation,100146176,2016
Oil Truck Simulator 3D Full - Offroad tank truck driving,NA,NA,179.99,4+,Games,Simulation,91739136,2016
Jurassic Craft Dino Hunter - Tuvok Multiplayer With Mine Mini Skins for MC Pocket Remastered Edition,2,6,1.99,9+,Games,Entertainment,168465408,2016
Mighty Battles,4.5,19833,0,12+,Games,Action,154613760,2017
Next Piece,NA,NA,0,4+,Games,Strategy,13712384,2016
Mine Wars - Multiplayer Game Plus Skins Export for minecraft: (pocket edition),3,16,0,4+,Games,Entertainment,92057600,2016
RoboLution - robots evolution,NA,NA,0,4+,Games,Strategy,32818176,2017
Pirate Defender: TD Shooting,NA,NA,0,9+,Games,Action,131571712,2016
Justice Geometry Squad - Meltdown Heroes Dash,4.5,4434,0,4+,Games,Entertainment,15495168,2016
Cash King -Road to Billionaire,NA,NA,0,4+,Games,Entertainment,20097024,2016
Conquest!,4.5,20,0,4+,Games,Entertainment,140386304,2016
Trackstone - Deck tracker,4.5,265,0,4+,Utilities,Card,42516480,2016
Eklips,4.5,55,1.99,4+,Games,Puzzle,27561984,2016
Finding Pair,NA,NA,0,4+,Games,Family,24946688,2016
Triad Battle,4.5,36,0,9+,Games,Card,297015296,2016
Tilestop,4.5,14,0,4+,Games,Casual,175801344,2016
SquareSplit,5,9,0,4+,Games,Casual,32430080,2016
Garden Fun- 3 Match Saga Games Jelly of Crush Blast Soda,4.5,39,0,4+,Games,Entertainment,52982784,2016
"Gibbet, the archer",NA,NA,0,12+,Games,Strategy,80219136,2016
Jewels Match 3 Puzzle,NA,NA,0,4+,Games,Entertainment,23359488,2016
"""Ninja Adventure - dont' fall!""",NA,NA,0,4+,Games,Adventure,28599296,2016
Cat And Dog,NA,NA,0,12+,Games,Role,60281856,2016
Flowers Garden Match 3 Mania,NA,NA,0,4+,Games,Strategy,36313088,2016
Tup Tup Tup - Top Top Top,5,9,0,4+,Games,Strategy,66951168,2016
Business Tycoon Sim,3.5,29,0,4+,Games,Strategy,66859008,2016
Rain Game,NA,NA,0,9+,Games,Strategy,18392064,2016
Puppy Dog Clicker - Keep the Kitty Cat Away,4.5,187,0,4+,Games,Strategy,59492352,2016
Tic Tac Toe - Wood,NA,NA,0.99,4+,Games,Board,23198720,2016
Gold Miner Pitfall Jump: Keep On The Rail,NA,NA,0,4+,Games,Strategy,11471872,2016
Hidden Objects London Spy Time,4.5,52,0,4+,Games,Travel,73129984,2016
Crazy Death Race - Speed of Monster,NA,NA,0,4+,Games,Strategy,20587520,2016
Tower Defense: Defense of Greece,4.5,81,0,4+,Games,Strategy,99400704,2016
Soccer Manager Clicker,NA,NA,0,4+,Games,Sports,151045120,2016
SHUFFLE CUPS,NA,NA,0,4+,Games,Puzzle,20093952,2016
Houses,NA,NA,0,4+,Games,Social,15193088,2016
Snakes.io,3,14,0,4+,Games,Strategy,19201024,2016
Clash Of Birds - Feathers Counting,NA,NA,0,4+,Games,Strategy,77181952,2016
Clash Of Birds - Plume Catch,NA,NA,0,4+,Games,Entertainment,77134848,2016
Clash Of Birds - Tile Blocks,NA,NA,0,4+,Games,Puzzle,77188096,2016
Germiz,NA,NA,NA,4+,Games,Strategy,296098816,2019
Witch Cried,NA,NA,0,12+,Games,Role,66836480,2016
Electric Box HD,4.5,95,0,4+,Games,Entertainment,57342976,2016
Track-o-Bot Companion,NA,NA,0.99,4+,Utilities,Games,61214720,2016
Tap to Goal - free addictive reflex test short game,NA,NA,0,4+,Games,Entertainment,48427008,2016
Topsoil,4.5,114,0,4+,Games,Strategy,29661184,2017
Best Maps for Minecraft  - Download Mine Maps for Pocket Edition,2,8,1.99,9+,Entertainment,Strategy,32956416,2016
Jelly Crush Jump: A jellies blast connect game,4,34,0,4+,Games,Puzzle,15519744,2016
Numbers W,NA,NA,0,4+,Games,Card,27918336,2016
X-CORE. Galactic Plague.,3.5,8,0,12+,Games,Strategy,125550592,2016
Jigsaw Breezy Summer & Spring - Green Landscapes Puzzles,NA,NA,0,4+,Games,Entertainment,55721984,2016
Jigsaw Rain Puzzle Packs For Girls & Boys PRO,4,6,0,4+,Games,Entertainment,119320576,2016
Vintage Jig-saw Free Puzzle To Kill Time,NA,NA,0,4+,Games,Strategy,30449664,2016
Magic Chess 3D Game,2.5,8,0,4+,Games,Entertainment,229646336,2016
Hit to Unlock,NA,NA,0,4+,Games,Entertainment,57581568,2016
Dawn of Mars,4,140,0,4+,Games,Strategy,190288896,2016
Cricket Captain 2016,3.5,8,2.99,4+,Games,Sports,404173824,2016
Smashy Zombies,NA,NA,0,12+,Games,Action,56407040,2016
Slither Eater,4,18,0,4+,Games,Strategy,19209216,2016
Anger of Stick 5,4.5,1819,0,12+,Games,Entertainment,32113664,2016
Gold bar 2048,NA,NA,0,4+,Games,Strategy,2714624,2016
Matches Game,NA,NA,0,4+,Games,Entertainment,22371328,2017
Pin the Color,NA,NA,0,4+,Games,Casual,38317056,2016
Safari Lion Revenge,NA,NA,0,12+,Games,Entertainment,174080000,2016
Jelly Blast Match,NA,NA,0,4+,Games,Puzzle,26407936,2016
RTG Dispatcher,NA,NA,0,4+,Games,Education,208653312,2016
Jelly Blast Match Pro,NA,NA,2.99,4+,Games,Puzzle,26401792,2016
Expert Decking,NA,NA,0,4+,Games,Strategy,151684096,2016
Fruit Juice Rush. Splash Salad In The Smash Puzzle For Sugar Ninjas,NA,NA,0,4+,Games,Puzzle,245902336,2016
Panzer Strike,3,23,0,12+,Games,Simulation,186489856,2016
Army Truck Offroad Simulator 3D - Drive military truck!,NA,NA,0,4+,Games,Strategy,115903488,2016
Army Truck Offroad Simulator 3D Full - Drive military truck!,NA,NA,179.99,4+,Games,Simulation,107033600,2016
Kitty Cat Evolution,4,74,0,4+,Games,Strategy,28770304,2016
Star Shield 6,NA,NA,0,9+,Games,Puzzle,109046784,2016
Blips! Integral,NA,NA,9.99,4+,Education,Strategy,98888704,2016
Blindfold Checkers,NA,NA,0,4+,Games,Education,15362048,2016
Lone Royal Archer : Free the kidnapped Princess,NA,NA,0,12+,Games,Role,194093056,2016
15-Puzzle Classic,NA,NA,0,4+,Games,Strategy,23025664,2016
Fruit Big Basket,NA,NA,0,17+,Games,Puzzle,95858688,2016
Alien Copters Ultimate,NA,NA,0,4+,Games,Casual,58463232,2016
Real Carrom,3.5,8,0,4+,Games,Strategy,198966272,2016
Hexin : Space Chess Game,NA,NA,0,4+,Games,Strategy,21522432,2017
BattleX,NA,NA,0.99,4+,Games,Board,9529344,2016
Arms Dealer,4.5,7,0,12+,Games,Strategy,29483008,2016
Monster Fighter - Save The Forest,NA,NA,0,12+,Games,Action,19018752,2016
Jewel Paradise Mania. My Diamond Rush Story In Match 3 Classic Puzzle,NA,NA,0,4+,Games,Puzzle,193543168,2016
Very Cute Puppies To Pet - Free,NA,NA,0,4+,Games,Entertainment,90299392,2016
South Park: Phone Destroyer\u2122,5,156044,0,17+,Games,Card,130186240,2017
Dog Evolution,4.5,119,0,4+,Games,Family,29151232,2016
Tic-Tac-Toe 3D,NA,NA,0.99,4+,Games,Puzzle,90907648,2016
Trucker Parking Reborn 2016 - realistic 18 wheeler Truck Trailer Driving Mania Game,NA,NA,0,4+,Games,Simulation,122224640,2016
Bash the Vote 2016,NA,NA,0,9+,Games,Entertainment,188381184,2016
LEADERS,NA,NA,0,4+,Games,Board,209844224,2016
Gestures!,NA,NA,0,4+,Games,Puzzle,17495040,2016
CrazeMaze,NA,NA,0,4+,Games,Strategy,70630400,2016
Tank World War HD : Laser Battle - A Classic Attack Defense Shooting Game,NA,NA,0,12+,Games,Entertainment,32030720,2016
Nurse New-Born Baby Hospital Baby Care Rush game,NA,NA,0,4+,Games,Strategy,23596032,2016
ROME: Total War,5,7050,9.99,12+,Games,Simulation,3916692480,2016
Dungeons and Miners,NA,NA,0,4+,Games,Puzzle,51025920,2016
Kitchen Story,4,177,0,4+,Games,Simulation,127075328,2016
Space Trader 2018,2,25,1.99,4+,Games,Strategy,36900864,2016
Refugity,NA,NA,0.99,4+,Games,Strategy,401968128,2016
Tower Rumble,4.5,13,0,12+,Games,Action,171427840,2016
Equation Quiz,NA,NA,0,4+,Games,Entertainment,34809856,2016
Drawtopia Premium,NA,NA,1.99,4+,Games,Strategy,50712576,2016
Garden Fruit,NA,NA,0,4+,Games,Puzzle,56155136,2016
Zen Fish,NA,NA,0,4+,Games,Simulation,20392960,2016
Plane Wars 2,NA,NA,0,4+,Games,Puzzle,87073792,2016
Amazing Candy Sweet Paradise,NA,NA,0,4+,Games,Strategy,25444352,2016
Flower Fantasy Mania,NA,NA,0,4+,Games,Word,27168768,2016
Mobius Strike,NA,NA,0.99,9+,Games,Entertainment,50116608,2016
Diggy Dikie,NA,NA,0,4+,Games,Adventure,163420160,2016
Can You Escape Mystery House? - Season 3,4,24,0,12+,Games,Entertainment,36573184,2016
Spellweaver,4.5,19,0,12+,Games,Card,368838656,2018
"""Cat Leo's Bakery Kitchen Game""",NA,NA,0,4+,Games,Lifestyle,100611072,2016
Banner Saga 2,4.5,563,9.99,9+,Games,Entertainment,3321082880,2016
Defense Games Free 2016 - Defender Castle,NA,NA,0,4+,Games,Strategy,131236864,2016
B10 Memories Never Last,NA,NA,0,12+,Games,Strategy,200958976,2016
"Archery Master : Archery Games, Archer",NA,NA,0,12+,Games,Entertainment,80364544,2016
Factory Worker Rescue Strategy,NA,NA,0,9+,Games,Role,124653568,2016
Bakery Story:Cooking Game  - A Free Food Shop Management Simulation,NA,NA,0,4+,Games,Strategy,31522816,2016
Game Signaling,NA,NA,0,4+,Education,Strategy,10896384,2016
Goal ! - Make a Goal,NA,NA,0,4+,Games,Sports,6406144,2016
Hidden Objects World Famous Cities Object Spy Time,4.5,59,0,4+,Games,Strategy,93992960,2016
Dino-Flap,NA,NA,0,9+,Games,Strategy,19549184,2016
Medieval Battlefields Black Edition,3,6,0,17+,Games,Strategy,104183808,2016
Medieval Battlefields Black Edition (Full),NA,NA,4.99,17+,Games,Strategy,103702528,2016
Slither Solo : Classic Snake,4,48,0,4+,Games,Strategy,59642880,2016
Anti Gravity - Crazy Romping Ball Rush Adventure,NA,NA,0,4+,Games,Entertainment,32285696,2016
Bad Banker,4.5,175,0,4+,Games,Finance,23108608,2016
SnookScorer,NA,NA,0,4+,Entertainment,Strategy,12553216,2016
Primus Chess Lite,4,13,0,4+,Games,Entertainment,81605632,2016
Lohko,NA,NA,0,4+,Games,Strategy,67603456,2016
Air hockey hero,NA,NA,2.99,4+,Games,Sports,102816768,2016
Pandemic Dominator - Board Game Assistant - Legacy,NA,NA,4.99,4+,Games,Strategy,14276608,2016
Emoji IO,4.5,2312,0,4+,Games,Music,46528512,2016
Little Arrow Shooting Games 3D,5,27,0,4+,Games,Adventure,124823552,2016
"Warhammer 40,000: Armageddon - Da Orks",NA,NA,14.99,12+,Games,Board,1315532800,2016
Valhalla Hills,NA,NA,3.99,12+,Games,Entertainment,411909120,2017
Crazy Burger Chef - Food Dash & Restaurant Cooking,NA,NA,0,4+,Games,Family,108662784,2016
Bake Cake - Delicious Choice,5,6,0,4+,Games,Entertainment,83964928,2016
Jello Man,NA,NA,0,4+,Games,Adventure,20229120,2016
Escape Maze \u2122,NA,NA,0,4+,Games,Strategy,29801472,2016
Respeck on my Name,4,154,0,4+,Games,Strategy,33304576,2016
Crazy Pet Line Mania,NA,NA,0,4+,Games,Casual,19111936,2016
Battle of Balls - Global,4,15,0,4+,Games,Action,156520448,2016
Online Joker,4,15,0,4+,Games,Strategy,35037184,2016
Ninja Claiming Rock,NA,NA,0,4+,Games,Adventure,5361664,2016
Drive All Cars - Traffic Sense,NA,NA,0,4+,Games,Entertainment,5627904,2016
Block Stack Line Up:  A twist blocks unblock free games,NA,NA,0,4+,Games,Strategy,16289792,2016
Coin Swap,NA,NA,0,4+,Games,Education,14040064,2016
Crazy Jacks - 2 Players,4,324,0,4+,Games,Entertainment,97252352,2016
Animal Sounds Quiz  2016: Kids games,NA,NA,0,4+,Games,Trivia,70970368,2016
Kullurz: Loops,NA,NA,0,4+,Games,Strategy,11969536,2016
Hit Ball,NA,NA,0,4+,Games,Strategy,44282880,2016
Merging Fruits,5,5,0,4+,Games,Adventure,34880512,2016
CC BOT - TTCAN,NA,NA,0,4+,Games,Strategy,94170112,2016
Dragon X Sailor,4.5,7,0,9+,Games,Action,44010496,2016
"""Doodle Stickman Jump n Fall: Don't Crash Off The Line""",NA,NA,0,4+,Games,Simulation,9491456,2016
Goats or Tigers,NA,NA,0,9+,Games,Strategy,407833600,2016
Mind Trex,5,23,0,4+,Games,Strategy,20628480,2016
Finding Apples,NA,NA,0,4+,Games,Strategy,20032512,2016
Ball Line,NA,NA,0,4+,Games,Strategy,27095040,2016
Rise of the Kings,4.5,2692,0,12+,Games,Strategy,358742016,2016
Sherlocks Logic Puzzles p,NA,NA,0.99,12+,Games,Puzzle,18069504,2016
Penguin Run : Penguin games,NA,NA,0,4+,Games,Entertainment,98137088,2016
Crazy Ball Shooter Rescue Mania,NA,NA,0,4+,Games,Entertainment,23846912,2016
Fruit Brick Stack Equilibrium Game - The Diversion Of Physics Education,NA,NA,0,4+,Games,Puzzle,12278784,2016
Robber Headshot - Bravo Killzone,NA,NA,0,12+,Games,Action,52722688,2016
Dosun-Fuwari,NA,NA,0,4+,Games,Entertainment,14886912,2016
Dice Strategy,NA,NA,0,4+,Games,Board,3869696,2016
Think & Learn Code-a-pillar\u2122,4.5,27,0,4+,Education,Games,86772736,2016
Tower Defense : King Of The War,NA,NA,0,12+,Games,Action,66183168,2016
Woof Riders,NA,NA,0,9+,Games,Action,69635072,2016
Rings of Battle  - Real-Time Fantasy Battle,4.5,30,0,12+,Games,Simulation,112969728,2016
Tap Tap Gap,NA,NA,0,4+,Games,Entertainment,8650752,2016
Puppet Football Cards Manager,NA,NA,0,9+,Games,Sports,187970560,2018
Knights Domain,5,10,0,9+,Games,Board,172316672,2018
Hip Hop Drop - Free Fun Game,NA,NA,0,4+,Games,Entertainment,57270272,2016
Spikes and Slime Free,NA,NA,0,4+,Games,Casual,28636160,2016
Maze Crazy Maze,NA,NA,0,4+,Games,Strategy,29174784,2016
Finding Treasure,NA,NA,0,4+,Games,Strategy,28525568,2016
Puzz15,5,8,0,4+,Games,Puzzle,25766912,2016
Kingdoms Mobile,4.5,458,0,9+,Games,Entertainment,251626496,2016
Defense of Tiny Kingdom,NA,NA,0,9+,Games,Casual,41191424,2016
Ancient Battle: Successors,NA,NA,2.99,12+,Games,Strategy,895151104,2016
Super Tank 2016,NA,NA,0,9+,Games,Simulation,108891136,2016
Jewel Crush - Blast Diamond,4.5,27,0,4+,Games,Puzzle,100657152,2016
Army Defense 2018,NA,NA,0,9+,Games,Entertainment,36812800,2016
Space War,5,18,0,4+,Games,Entertainment,73059328,2016
Electric Tower Defense,NA,NA,0,9+,Games,Strategy,162349056,2016
SAC Puzzles,NA,NA,0,4+,Games,Strategy,24042496,2018
Guess Celebrity,NA,NA,0,4+,Games,Strategy,14896128,2016
KES Wordz,NA,NA,0,4+,Games,Word,16593920,2016
Catch the pets!,4,285,0,4+,Games,Strategy,40910848,2016
Amazing Candy Drop Mania,NA,NA,0,4+,Games,Casual,23388160,2016
"""Editor's Choice""",NA,NA,0,4+,Games,Entertainment,31441920,2016
HexLogic - Doors,NA,NA,1.99,4+,Games,Puzzle,21495808,2016
Carrot Defense HD,4.5,157,0,12+,Games,Strategy,143559680,2016
Outpost Defence,NA,NA,0,9+,Games,Action,57705472,2016
Paradise City Island Sim,4.5,672,0,4+,Games,Strategy,161323008,2016
Sherlocks Logic Puzzles 2,NA,NA,0.99,12+,Games,Education,14364672,2016
3D Checkers Game,4.5,94,0,12+,Games,Board,10875904,2016
Snakes Slithering In Square Box - The New Tetroid Puzzle Game,NA,NA,0,4+,Games,Entertainment,12254208,2016
Knights Reforged,4,57,0,9+,Games,Strategy,31479808,2017
Break Color Tiles,4,258,0,4+,Games,Puzzle,34129920,2016
Tank wars : Tank games for battle tank,NA,NA,0,12+,Games,Strategy,141203456,2016
Sneak-a-Boo!,NA,NA,0,4+,Games,Strategy,57255936,2016
Origin - The Big Bang,4.5,53,0.99,4+,Games,Strategy,97755136,2017
Crazy Jewels Deluxe Legend HD,NA,NA,0,4+,Games,Casual,70529024,2016
CatHero (Block Battle),NA,NA,0,4+,Games,Entertainment,49291264,2016
"""Quest for King's underpants""",NA,NA,0,4+,Games,Strategy,21663744,2016
Planet of Heroes - MOBA 5v5,4.5,1255,0,9+,Games,Strategy,639970304,2017
Nebulous: Tournament Edition,3.5,47,0,17+,Games,Strategy,88013824,2016
Fantacalcio Fanta Serie A,NA,NA,0,4+,Games,Sports,44429312,2016
Evolution Board Game,4.5,1475,0,9+,Games,Board,879397888,2019
Garden Wars HD,NA,NA,0.99,4+,Games,Family,131989504,2017
Raid Tactics,NA,NA,0,12+,Games,Strategy,192717824,2016
Brick Trick,NA,NA,0,4+,Games,Entertainment,106307584,2016
Puzzles Amazing Jigsaw Birds Collection Pro,NA,NA,0,4+,Games,Entertainment,104152064,2016
Squirrel Eat Nuts,NA,NA,0,4+,Games,Puzzle,131273728,2016
"""Let's Have a Thumb War!""",5,14,0,4+,Games,Strategy,61247488,2016
Plague Inc: Scenario Creator,4.5,458,2.99,12+,Utilities,Games,150909952,2017
RISK: TV Edition,NA,NA,5.99,9+,Games,Board,264847360,2016
Crazy Candy Fruit Star Mania,NA,NA,0,4+,Games,Entertainment,23007232,2016
Game of swords - Samurai style fight in the shadow for the red throne,NA,NA,0,4+,Games,Entertainment,250842112,2016
"""Don't Stop App""",5,5,0,4+,Games,Strategy,19985408,2016
TetroCrate 3D: Block Puzzle,4.5,45,0,4+,Games,Entertainment,67060736,2016
Cats Empire,4.5,167,0,4+,Games,Strategy,136956928,2016
One Of A Kind Defense,NA,NA,0.99,12+,Games,Strategy,116553728,2016
"""Papa's Taco Mia HD""",4.5,141,2.99,4+,Games,Strategy,64150528,2016
Simply Bounce \u2022,NA,NA,0,4+,Games,Entertainment,39070720,2016
RollerCoaster Tycoon\xae Classic,4,3272,5.99,4+,Games,Strategy,425654272,2016
RocketWars Defending Border,NA,NA,0.99,17+,Games,Entertainment,130790400,2016
Master Fresh,NA,NA,0,4+,Games,Strategy,226694144,2016
Bubble Shooter- Word Bubbles Pop Witch Land 2,4.5,41,0,4+,Games,Casual,26128384,2016
Impossible Tower Stack,NA,NA,0,4+,Games,Strategy,20895744,2016
